VIN,Year,Make,Model,Trim,Price,Miles
1C6SRFFT8TN241340,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,53074,0
1GCPTBEK4T1205153,2026,Chevrolet,Colorado,Work Truck,35014,1123
W1N4N4HB2TJ868413,2026,Mercedes-Benz,GLA,GLA 250,50558,9
5FNRL6H63TB042386,2026,Honda,Odyssey,EX-L,41637,8
1FTFW3L53TKD58235,2026,Ford,F-150,XLT,57330,3
3C4NJDBN0TT199819,2026,Jeep,Compass,Altitude,32747,15
5NMJF3DE0RH326114,2024,Hyundai,Tucson,SEL,22227,46449
3FMCR9C68NRD37316,2022,Ford,Bronco Sport,Outer Banks,24813,47363
2T2AGCEZ3TC097421,2026,Lexus,NX,350,45977,2094
SAL1L9FU7RA402835,2024,Land Rover,Range Rover Sport,SE Dynamic,70686,30216
1C4RJXP60SW602078,2025,Jeep,Wrangler 4xe,Sahara 4XE,32481,13984
JF1ZNBE10T8078831,2026,Toyota,GR86,Premium,41894,null
3GKALUEG9TL498008,2026,GMC,Terrain,Elevation,39125,2
KNDPVDDG6T7392038,2026,Kia,Sportage,X-Line Hybrid,37877,null
7MMVABDL5TN478425,2026,Mazda,CX-50,Premium,36136,9
JTJBCACB1TA006727,2026,Lexus,RZ,null,52394,null
2T2BBMCAXTC19B600,2026,Lexus,RX Hybrid,350h,65915,null
4JGFB4FB5TB504004,2026,Mercedes-Benz,GLE,GLE350,64911,5047
3GNCJKSB2LL336851,2020,Chevrolet,Trax,LS,13610,65511
5FNYG1H4XSB069701,2025,Honda,Pilot,EX-L,46855,null
3VV4C7B29TM046123,2026,Volkswagen,Taos,SEL,35871,8
1FMCU9NZXTUA37031,2026,Ford,Escape Hybrid,ST-Line Select,38381,13
KM8HECA3XTU474139,2026,Hyundai,Kona,Limited,36870,null
W1Y4NCVYXTT608819,2026,Mercedes-Benz,Sprinter Cargo Van,Base,83973,10
KMHLL4DG5TU206524,2026,Hyundai,Elantra,SE,22618,11
1GNSKRKTXNR331211,2022,Chevrolet,Tahoe,RST,43750,81390
1GT4UPEY6TF183192,2026,GMC,Sierra 2500HD,AT4,84351,0
1C4SDJCT6TC239337,2026,Dodge,Durango,GT HEMI Plus V8,49158,0
1FTFW3L87TKE15904,2026,Ford,F-150,XLT,66307,0
3FTTW8H32SRB51370,2025,Ford,Maverick,XLT,28265,12
1FTBR1C88TKB00622,2026,Ford,Transit Van,Base,47209,5
5FNRL6H70TB058800,2026,Honda,Odyssey,Sport L,43096,10
5GAEVCKS2TJ339933,2026,Buick,Enclave,Avenir,62615,3
3VVVC7B27TM011570,2026,Volkswagen,Taos,SE,31851,10
3FMTK1S56TMA00877,2026,Ford,Mustang Mach-E,Select AWD,45114,15
1FTFW4L57TFA50998,2026,Ford,F-150,Tremor,null,null
2T3WFREV8GW293184,2016,Toyota,RAV4,XLE,14209,132442
2T3A1RFV1SW618676,2025,Toyota,RAV4,XLE Premium,40873,942
5N1AL1FSXTC334996,2026,INFINITI,QX60,LUXE,46895,3389
4T1DBADK2TU19G615,2026,Toyota,Camry,Nightshade,38644,0
3MW89CW03T8G25940,2026,BMW,3 Series,330i,57765,4
5FNYG1H88TB036698,2026,Honda,Pilot,Elite,56057,0
SALEJFFU9T2634540,2026,Land Rover,Defender,S,82484,0
KMHLP4DG6TU205824,2026,Hyundai,Elantra,Limited,26044,11
1GTUUHEL6TZ290719,2026,GMC,Sierra 1500,Denali Ultimate,79127,1
1FDXF7DE3KDF03489,2019,Ford,F-750,null,53995,34881
SADCT2EX8TA757141,2026,Jaguar,F-Pace,R-Dynamic S,47913,12054
1C4SJVDT5NS129158,2022,Jeep,Wagoneer,Series III,36287,71922
3MVDMBCL3NM422905,2022,Mazda,CX-30,Carbon Edition,23000,12979
3FMCR9GN3TRE72654,2026,Ford,Bronco Sport,Heritage,39370,null
5FNYG1H82TB027219,2026,Honda,Pilot,Elite,55402,3
1V2DR2CA9SC533097,2025,Volkswagen,Atlas,SE,33038,7330
1FMCU0GN0TUA02472,2026,Ford,Escape,Active,26700,6143
5TETU22N76Z176820,2006,Toyota,Tacoma,X-Runner,9750,376309
1GCUKJE81SZ214090,2025,Chevrolet,Silverado 1500,High Country,57412,18821
7YAKRDDC3TY060329,2026,Hyundai,IONIQ 5,Limited,51375,null
WA13AAGU2T2032203,2026,Audi,Q5,Prestige,63863,0
1C4PJXEG6SW537711,2025,Jeep,Wrangler 4-Door,Sahara,55340,16
KL4MMESL5PB133162,2023,Buick,Encore GX,Select,21990,36451
1C4RJHBG6PC504140,2023,Jeep,Grand Cherokee,Limited,30955,40720
3C4NJDBN0TT199612,2026,Jeep,Compass,Altitude,30226,10
KNAG64J72T5498187,2026,Kia,K5,GT-Line,32630,null
5UX53GP04T9355344,2026,BMW,X3,30,57953,8
KNDEUCAAXT7929756,2026,Kia,Seltos,S,27365,null
3FTTW8J39TRA43839,2026,Ford,Maverick,XLT,37139,14
7YAKNDDC0TY064849,2026,Hyundai,IONIQ 5,SEL,46123,0
1GKKNRL47PZ172520,2023,GMC,Acadia,SLE,27899,38269
1C4RJYC60N8725206,2022,Jeep,Grand Cherokee,Trailhawk 4xe,26000,37893
2T3P1RFVXRW476249,2024,Toyota,RAV4,XLE,32490,31114
2HGFE2F52TH592660,2026,Honda,Civic,Sport,27890,1
1FMUK8HH2TGB67746,2026,Ford,Explorer,Platinum,53692,0
JF2BURJD4TY522088,2026,Subaru,Outback,Touring,50525,null
3N1CN8FV3SL885013,2025,Nissan,Versa Sedan,SR,23090,8
1FTBR1Y89TKA03535,2026,Ford,Transit Van,Base,50567,23
1GCWGAF72S1202707,2025,Chevrolet,Express Cargo,Work Van,46777,3
3GNAXLEG5TL234611,2026,Chevrolet,Equinox,RS,32750,null
5FNYG1H74TB036110,2026,Honda,Pilot,Touring Blackout,52907,0
5GAEVBKS8TJ310494,2026,Buick,Enclave,Sport Touring,61775,5
5FNYG1H74TB029898,2026,Honda,Pilot,Touring,50567,10
4S4WMAFD6L3453861,2020,Subaru,Ascent,Premium,17867,82072
3GNAXUEG5RL127220,2024,Chevrolet,Equinox,LT,22900,21016
1C4RJXN62SW584217,2025,Jeep,Wrangler 4xe,Willys 4XE,29981,13135
5NMJB3DE3SH517009,2025,Hyundai,Tucson,SEL,23995,30970
YV4L12UM7T2690449,2026,Volvo,XC40,Ultra,52525,2
5J8YE1H95TL022660,2026,Acura,MDX,A-spec w/Advance Package,70950,10
5N1AL1F82VC335258,2027,INFINITI,null,null,59835,0
4S4WMAHD9T3426537,2026,Subaru,Ascent,Limited Bronze Edition,51270,null
5J8TC2H89TL009472,2026,Acura,RDX,A-Spec w/ Advance Package,56900,4
1N6ED1EK2TN654481,2026,Nissan,Frontier,SV,38445,null
WBA63FJ04VCX90182,2027,BMW,5 Series,540i,78463,0
JA4J4WAB4TZ011265,2026,Mitsubishi,Outlander,SEL,41168,6
1GCUDEED0NZ539316,2022,Chevrolet,Silverado 1500,RST,37375,67296
KMHRC8A35RU306375,2024,Hyundai,Venue,SEL,19092,13845
WA1EAAFY7P2070531,2023,Audi,Q5,Premium Plus,32085,21476
5XYRG4JC0TG462012,2026,Kia,Sorento,LX,28799,null
JM3KMBHAXT0136184,2026,Mazda,CX-5,S Select,34147,2
KMHLM4DG8TU180093,2026,Hyundai,Elantra,SEL Sport,23516,10
1FTBR1C81TKA04296,2026,Ford,Transit Van,Base,50040,12
W1KLF6BB4TA277834,2026,Mercedes-Benz,E-Class,E450,82502,6
5N1BT3BB4SC840201,2025,Nissan,Rogue,SV,22119,30145
5FNRL6H7XMB026826,2021,Honda,Odyssey,EX-L,32998,15679
1HGCY1F36PA000877,2023,Honda,Accord,EX,23297,54179
1FTFW7LD3RFA10726,2024,Ford,F-150,Platinum,68412,18301
1FMCU9CZ8NUA71376,2022,Ford,Escape,SEL,18408,90676
58ADZ1B18SU193954,2025,Lexus,ES,350,47391,5688
KM8RNES22TU089793,2026,Hyundai,Palisade,SEL Premium,49068,11
3TMLB5JN1TM257202,2026,Toyota,Tacoma,SR5,60394,0
1GKENNKS1TJ192678,2026,GMC,Acadia,Elevation,51975,147
JTM6CRAV5TD320606,2026,Toyota,RAV4,SE,38734,0
1FTBR1C83TKB35410,2026,Ford,Transit Van,Base,55615,null
KM8RLESA2TU078838,2026,Hyundai,Palisade,SEL,47726,0
1GCGTDEN2L1247164,2020,Chevrolet,Colorado,Z71,26664,59122
1FTFW3LD7RFA41390,2024,Ford,F-150,XLT,37243,73550
1FTBR1Y88RKB12206,2024,Ford,Transit Van,Base,33905,16559
3GNKDJRJ2TS101852,2026,Chevrolet,Blazer EV,RS,50940,3
KMUMADTB1TU229493,2026,GENESIS,GV70,Select,53135,13
KNAG64J72T5454366,2026,Kia,K5,GT-Line,31535,12
JTHBZ1E24T5047097,2026,Lexus,IS,350 F SPORT DESIGN,50607,5
KM8HFCAB3TU365350,2026,Hyundai,Kona,SEL Sport,29495,5
LRBFZSR47TD033347,2026,Buick,Envision,Avenir,51024,3
WBX73EF07T5574924,2026,BMW,X1,28i,49828,4
1C6SRFLPXTN326235,2026,RAM,Ram 1500 Pickup,Rebel,69623,17
WBA23GG03S7S48197,2025,BMW,2 Series,228,33780,20095
KNDEUCAA1R7610254,2024,Kia,Seltos,S,24273,20562
5NMJECDE4TH672693,2026,Hyundai,Tucson,Limited,41396,86
5J8YE1H98TL036469,2026,Acura,MDX,A-spec w/Advance Package,70950,5
JTJCJMGA5T2044064,2026,Lexus,RX PHEV,450h+,76786,3
JTM7ERAV9TJ008837,2026,Toyota,RAV4 Plug-in Hybrid,SE,45824,0
3N1AB9CV6TY246302,2026,Nissan,Sentra,SV,22264,5
WP1AA2AY6TDA05426,2026,Porsche,Cayenne,Base,107330,16
3KPFW4DE6SE261388,2025,Kia,K4,GT-Line,27680,10
JTNABAAE7SA016722,2025,Toyota,GR Corolla,Core,39878,9998
1FTFW1E51PKE85881,2023,Ford,F-150,XLT,32366,70735
JM3TCBCY3M0512270,2021,Mazda,CX-9,Touring,24401,43967
1C6SRFJT1TN358619,2026,RAM,Ram 1500 Pickup,Laramie,63524,0
YV4H60RC9T1434699,2026,Volvo,XC60,Plus,69405,10
3KPFT4DE0TE297376,2026,Kia,K4,LXS,24253,10
1C4SDJCT1TC183033,2026,Dodge,Durango,GT HEMI Plus V8,48625,279
5UX43EU06T9230723,2026,BMW,X5,50e,83812,3084
KL47LAEP8TB164830,2026,Buick,Envista,Preferred,26624,1
5NMJCCDE6TH725223,2026,Hyundai,Tucson,SEL Premium,34860,null
4S4GUHU69R3828426,2024,Subaru,Crosstrek,Wilderness,29922,6966
W1K5J4HB0SN510439,2025,Mercedes-Benz,CLA,CLA 250,35861,41697
KL4CJASB0KB824838,2019,Buick,Encore,Preferred,9873,138077
YV4M12RJ9S1186038,2025,Volvo,XC60,Core,34524,17086
1C4RDJDG7TC170805,2026,Dodge,Durango,GT Plus,46503,10
1V2CN2CA4TC576092,2026,Volkswagen,Atlas,Atlas Peak Edition,51286,0
19XFL2H81TE020082,2026,Honda,Civic Hatchback,Sport,29957,0
1FTRF3BN2SEE09235,2025,Ford,F-350 Super Duty,XL,53394,10
1C6PJTAG4TL166461,2026,Jeep,Gladiator,Sport S,46895,8
5YFB4MDE8TP24D497,2026,Toyota,Corolla,LE,23829,null
3GNKDARM2TS100386,2026,Chevrolet,Blazer EV,LT,41780,4
1FTBR1Y89RKA60262,2024,Ford,Transit Van,Base,36113,12942
WP0AJ2A70PL100729,2023,Porsche,Panamera,null,75406,23604
5TDKRKECXTS295056,2026,Toyota,Sienna,LE,40999,12506
3C4PJMB28TT210399,2026,Jeep,Cherokee,Laredo,40687,10
KMHL64JA8TA562992,2026,Hyundai,Sonata,SEL,28460,9
1FMDE6BHXSLB20913,2025,Ford,Bronco 4-Door,Base,38377,5196
KNDPXDDG6T7340399,2026,Kia,Sportage,SX Prestige Hybrid,43085,12
KL79MRSL4TB146852,2026,Chevrolet,Trailblazer,LT,25495,null
W1NKM4HB8TF580912,2026,Mercedes-Benz,GLC,Base,57712,5
YV4M12RC8T1362810,2026,Volvo,XC60,Plus,56985,7
YV4H60PE9T1526920,2026,Volvo,XC90,Plus,80640,0
3N1AB9BV2TY267505,2026,Nissan,Sentra,S,22277,10
1FMCU9MN8TUA00798,2026,Ford,Escape,ST-Line,35096,6
3C4NJDCN0RT170909,2024,Jeep,Compass,Limited,25288,25786
1C6RRFGG7SN607612,2025,RAM,Ram 1500 Pickup,Tradesman,35127,44885
5GAERCKW9LJ182098,2020,Buick,Enclave,Premium,21728,73519
3GNKBHR44SS150333,2025,Chevrolet,Blazer,2LT,30178,28167
1GTUUGE83RZ118632,2024,GMC,Sierra 1500,Denali,57190,18062
4T1DAACK1TU654421,2026,Toyota,Camry,Nightshade,31990,23633
4JGFD6BB3SB333537,2025,Mercedes-Benz,GLE Coupe,GLE 53 AMG,82488,4800
JTDBDMHE4T3034160,2026,Toyota,Corolla,SE,30356,null
3FTTW8J36TRA86616,2026,Ford,Maverick,XLT,36385,5
JTJBDADB4TA007298,2026,Lexus,RZ,Premium,52313,null
5TDADAB58TS21E876,2026,Toyota,Grand Highlander,Platinum,61918,0
4T1DAACK8TU747680,2026,Toyota,Camry,LE,30904,null
1C4RJKBG3M8142411,2021,Jeep,Grand Cherokee L,Limited,27373,65027
3MW53CM00S8F10573,2025,BMW,2 Series,M240i,54061,null
1C4JJXN67PW646473,2023,Jeep,Wrangler 4xe,Willys 4XE,28708,47291
19XFL1H88RE006540,2024,Honda,Civic Hatchback,Sport Touring,28540,58859
5J8TC2H75TL022114,2026,Acura,RDX,Advance Package,54900,10
5J8YE1H95TL020133,2026,Acura,MDX,A-spec w/Advance Package,70850,10
KMHL24JA1TA551201,2026,Hyundai,Sonata,SE,25723,null
2T2BAMCA3TC20B628,2026,Lexus,RX,350,70868,null
5LMPJ8JA2TJ018301,2026,Lincoln,Nautilus,Premiere,57247,215
2T2KGCEZ8TC22A848,2026,Lexus,NX,350,59051,0
5XYRLDJC0TG458862,2026,Kia,Sorento,S,39215,null
JN8BT3BB2PW470493,2023,Nissan,Rogue,SV,24413,23310
1V2KN2CAXTC575525,2026,Volkswagen,Atlas,SE w/Tech,44010,10
JM3KMBHA1T0110184,2026,Mazda,CX-5,S Select,33976,3
1V2FN2CA2TC536249,2026,Volkswagen,Atlas,SEL Premium R-Line,53129,5
1FMUK8HH9TGB47610,2026,Ford,Explorer,Platinum,53540,4
1C4SDJCTXTC220208,2026,Dodge,Durango,GT HEMI Plus V8,53260,0
WA1ABCFJXT1063843,2026,Audi,Q3,Base,47865,2
1FTBR1C8XTKA48815,2026,Ford,Transit Van,Base,50515,8
3GCUKFEDXTG307606,2026,Chevrolet,Silverado 1500,LT Trail Boss,63920,5
W1NKM4HB0TF565076,2026,Mercedes-Benz,GLC,Base,57947,15
KM8R4DGE9PU491686,2023,Hyundai,Palisade,SEL,29995,57807
KM8RMES25TU047234,2026,Hyundai,Palisade,Calligraphy,54544,12
7FARS4H78TE009162,2026,Honda,CR-V,EX-L,36863,4
5TDESKFC7TS19B998,2026,Toyota,Sienna,Platinum,62605,0
WBS83FK0XTCW32798,2026,BMW,M5,M5,130988,5
5N1BT3BB3SC762803,2025,Nissan,Rogue,SV,21630,40976
JTHUCJDH6S2006597,2025,Lexus,UX Hybrid,300h Premium,43988,5718
3GNAXTEG7TL278867,2026,Chevrolet,Equinox,RS,34687,6
3GNAXUEG2RL245970,2024,Chevrolet,Equinox,LT,20439,54010
1C4RDJDG8SC532705,2025,Dodge,Durango,GT,33257,32455
W1N4N4HB9TJ889680,2026,Mercedes-Benz,GLA,GLA 250,51128,10
3GKALUEG7TL369085,2026,GMC,Terrain,Elevation,36183,3332
5UX53GP0XT9349984,2026,BMW,X3,30,59913,5
1C4RJHAG2R8599867,2024,Jeep,Grand Cherokee,Laredo,32910,13989
LRBFZNR42PD037281,2023,Buick,Envision,Essence,null,24424
1GKKNULS8KZ154960,2019,GMC,Acadia,SLT-1,22796,60957
5NMS6DAJ0MH351387,2021,Hyundai,Santa Fe,SEL,23008,38177
YV4M12RC3T1440264,2026,Volvo,XC60,Plus,58510,null
5XYRG4JC7TG446339,2026,Kia,Sorento,LX,30315,10
3CZRZ2H59TM778981,2026,Honda,HR-V,Sport,30695,5
3GNKDERL0TS104743,2026,Chevrolet,Blazer EV,SS,60995,2
KL77LKEPXTC166193,2026,Chevrolet,Trax,Activ,25778,4
1FMDE8BH6TLA75286,2026,Ford,Bronco 4-Door,Outer Banks,48297,10
W1NKM4HB3TU115501,2026,Mercedes-Benz,GLC,Base,58478,6
3TMLB5JN9TM274135,2026,Toyota,Tacoma,SR5,43574,0
1FMCU0E14SUA77660,2025,Ford,Escape Plug-in hybrid,PHEV,38155,2000
5LMPJ8K40TJ017107,2026,Lincoln,Nautilus,Reserve,65349,12
1C6SRFHM4MN820509,2021,RAM,Ram 1500 Pickup,Limited,33730,87135
1C4RJHBR0TC239999,2026,Jeep,Grand Cherokee,Limited Reserve,47627,0
YV4H60PJ6T1525088,2026,Volvo,XC90,Core,78920,10
JM3KMCHA6T0138102,2026,Mazda,CX-5,S Preferred,36761,10
5FNRL6H69TB063033,2026,Honda,Odyssey,EX-L,41637,5
JTEVA5BR5T5112646,2026,Toyota,4Runner,SR5,43327,0
1V2BN2CA8TC572378,2026,Volkswagen,Atlas,SEL,46056,5
3KPFT4DE6TE339355,2026,Kia,K4,LXS,24405,12
1FTRF3BN0TED87379,2026,Ford,F-350 Super Duty,XL,55438,34
W1KVK8BB1NF003187,2022,Mercedes-Benz,SL,Mercedes-AMG,111100,16228
2C4RC1GG3SR569229,2025,Chrysler,Pacifica,Limited,32317,51045
1C4RJFBG2LC313197,2020,Jeep,Grand Cherokee,Limited X,23691,65890
5TDAAAB50TS139479,2026,Toyota,Grand Highlander,XLE,49878,0
5UX53GP09T9478654,2026,BMW,X3,30,58477,null
5TDYRKEC8TS19D429,2026,Toyota,Sienna,XLE,50760,null
3CZRZ2H55TM776788,2026,Honda,HR-V,Sport,null,null
5TDKRKEC1TS23C447,2026,Toyota,Sienna,LE,42835,0
1GCVKREC1GZ401439,2016,Chevrolet,Silverado 1500,LT,22602,78302
1FMYU02Z76KA46727,2006,Ford,Escape,XLS,null,74449
2T2BZMCA7JC139359,2018,Lexus,RX,350,28495,71837
2T36CRAV8TW20G557,2026,Toyota,RAV4,Limited,48264,0
W1K6G7GBXTA368714,2026,Mercedes-Benz,S-Class,S 580,146592,15
1FMWK8GC6TGB52133,2026,Ford,Explorer,ST,54950,3
5NMP2DGL3TH175444,2026,Hyundai,Santa Fe,SEL,38040,2
1HTKHPVK8RH261673,2024,Chevrolet,Silverado 4500 Medium Duty Chassis Cab,Work Truck,184620,22
3VWBW7BU8TM063068,2026,Volkswagen,Jetta,Sport,25958,5
7FARS4H72RE002071,2024,Honda,CR-V,EX-L,30777,44818
KNDPM3AC3M7872845,2021,Kia,Sportage,LX,15402,56108
1G1YR3D61G5604624,2016,Chevrolet,Corvette,2LZ,74995,28502
4S4WMAWD3P3451412,2023,Subaru,Ascent,Touring,37313,29701
1N6AA1ED3NN105920,2022,Nissan,Titan,PRO-4X,36568,36863
3FMCR9DA8SRE58409,2025,Ford,Bronco Sport,Badlands,32307,11287
1GNEVLKS8TJ349081,2026,Chevrolet,Traverse,RS,56995,10
1FMWK8GC4TGB88824,2026,Ford,Explorer,ST,56100,0
3GCUKHEL0TG210384,2026,Chevrolet,Silverado 1500,ZR2,63977,10
2C4RC1BG3TR203344,2026,Chrysler,Pacifica,Select,44615,10
1FT7X2BAXTEC90458,2026,Ford,F-250 Super Duty,XL,54495,20
KM8J33AL5KU868637,2019,Hyundai,Tucson,Sport,17848,59885
1C4PJXDN7TW191234,2026,Jeep,Wrangler 4-Door,Sport,40735,0
1C4PJXEG2TW221417,2026,Jeep,Wrangler 4-Door,Sahara,51334,12
2C4RC1BG9TR158068,2026,Chrysler,Pacifica,Select,43182,6819
KNDEUCAA4T7951557,2026,Kia,Seltos,S,28256,null
1GC4KNEY1TF193638,2026,Chevrolet,Silverado 2500HD,LT,70032,null
5GAERBKW1LJ139739,2020,Buick,Enclave,Essence,17877,120098
W1KPK6GA7LF171104,2020,Mercedes-Benz,SLC Roadster,AMG SLC43,49000,9919
1C4PJXAG5SW596478,2025,Jeep,Wrangler 2-Door,Willys,37200,8535
5LM5J7XCXRGL05806,2024,Lincoln,Aviator,Reserve,49994,19109
1FMWK8JC7TGA66600,2026,Ford,Explorer,Tremor,54098,10
3HDSA1H3XTM702059,2026,Acura,ADX,Base,37050,11
2C4RC1BG5TR241741,2026,Chrysler,Pacifica,Select,46440,4
1GNEVJKS8RJ224742,2024,Chevrolet,Traverse,Z71,43388,17602
3KPA25AD8LE349660,2020,Kia,Rio 5-Door,S,14287,34794
1FMCU0BZ0MUA33281,2021,Ford,Escape,SE,17843,69360
2GNALAEK9F1174505,2015,Chevrolet,Equinox,LS,9122,97082
1FMCU9MN4SUB51068,2025,Ford,Escape,ST-Line,29303,2451
KNDJ33AU6P7887619,2023,Kia,Soul,EX,21106,26067
W1K6G7GB2TA366200,2026,Mercedes-Benz,S-Class,S 580,138458,11
4JGFB4FB2TB578710,2026,Mercedes-Benz,GLE,GLE350,73612,47
1FT8W2BN3TEC83894,2026,Ford,F-250 Super Duty,XLT,60356,76
5J6RM4H71FL061055,2015,Honda,CR-V,EX-L,17990,88331
5NMJA3DE2TH612603,2026,Hyundai,Tucson,SE,28534,5576
5FNYF8H61PB015885,2023,Honda,Passport,TrailSport,32250,49445
JM3KMEHA6T0119755,2026,Mazda,CX-5,S Premium Plus,40681,3
4JGFF5KE4TB615685,2026,Mercedes-Benz,GLS,Base,102878,5
WBS33HK04SCU08110,2025,BMW,M4 Coupe,M4,102803,5
5N1BT3BB5TC820184,2026,Nissan,Rogue,SV,29832,1
1C4RJHAGXTC217766,2026,Jeep,Grand Cherokee,Laredo,40705,3
19UDE4H6XSA020256,2025,Acura,Integra,A-Spec with Tech Package,34555,null
5NMS1DAJXNH445552,2022,Hyundai,Santa Fe,SE,21378,35231
1FBAX2C83RKA25378,2024,Ford,Transit Passenger Van,XL,41278,58765
WBX73EF07T5710761,2026,BMW,X1,28i,52333,0
KL79MVSL2TB134398,2026,Chevrolet,Trailblazer,Activ,30880,5
KNAG24J71T5454693,2026,Kia,K5,LXS,24997,3202
2T2BK1BA7FC270898,2015,Lexus,RX,350,20988,131432
3TMLB5JN3TM265298,2026,Toyota,Tacoma,SR5,45796,null
3CZRZ2H56TM766710,2026,Honda,HR-V,Sport,30696,0
SAL1P9EU2TA640444,2026,Land Rover,Range Rover Sport,SE,89780,15
KM8RMES22TU078943,2026,Hyundai,Palisade,Calligraphy,53865,15
1FMDE7BH9TLA79617,2026,Ford,Bronco 4-Door,Big Bend,48300,3
3FMTK3SU5SMA22855,2025,Ford,Mustang Mach-E,Premium AWD,48531,21
KMHLM4DG1TU210602,2026,Hyundai,Elantra,SEL Sport,23411,9
KMTG54SE6SU151552,2025,GENESIS,G70,Sport Advanced,38151,17017
5FNRL6H66TB017451,2026,Honda,Odyssey,EX-L,43376,1409
1FA6P8CF7T5403006,2026,Ford,Mustang,GT Premium,176484,null
1GKENKKS6TJ349443,2026,GMC,Acadia,Elevation,46843,4
7YAKRDDC3TY060749,2026,Hyundai,IONIQ 5,Limited,42665,269
1FAGP8FF1T5118849,2026,Ford,Mustang,GT Premium,67505,3
YV4L12UM2T2819777,2026,Volvo,XC40,Ultra,53050,0
1GKS2DKL2TR277156,2026,GMC,Yukon,Denali,93275,5
1GNEVGKS2TJ351402,2026,Chevrolet,Traverse,LT,47195,6
KL77LHEP6TC142895,2026,Chevrolet,Trax,LT,25565,5
3N1AB8BV6RY283869,2024,Nissan,Sentra,S,15173,81381
JTDADABU6P3001757,2023,Toyota,Prius,Limited,31759,21101
7MMVABEYXTN478835,2026,Mazda,CX-50,Premium Plus,42844,11
JTJTBCDX6T5087245,2026,Lexus,GX,Premium,76116,null
WZ1DB0G01TW078145,2026,Toyota,Supra,Premium,65899,null
1GYKNDRS6TZ112401,2026,Cadillac,XT5,Premium Luxury,61903,4
W1KAF4HB2TR326873,2026,Mercedes-Benz,C-Class Sedan,C 300,57448,10
JF2BUPBD5TY484616,2026,Subaru,Outback,Premium,39364,6
WBY43HD02TFW53821,2026,BMW,i4,40,70403,4
KM8RMES22TU080787,2026,Hyundai,Palisade,Calligraphy,55372,1
4T1DAACKXTU23F889,2026,Toyota,Camry,SE,31832,null
1FDUF4HT7RDA11391,2024,Ford,F-450 Super Duty Chassis Cab,XL,82000,3
5J6RS4H48TL012247,2026,Honda,CR-V,EX,null,null
3FMCR9BN4SRF78407,2025,Ford,Bronco Sport,Big Bend,30235,11
1GTRUCED0TZ300078,2026,GMC,Sierra 1500,Elevation,53265,3
1GT1ESEH7TU401669,2026,GMC,Sierra EV,Elevation,59990,3470
5TDJZRFH4KS711812,2019,Toyota,Highlander,XLE,22200,114370
2FMPK4K80HBB84476,2017,Ford,Edge,Titanium,11897,131306
1FTFW1E8XPFC52178,2023,Ford,F-150,XLT,39524,41159
19UNC1B08NY000256,2022,Acura,NSX,Type S,235900,3984
JTEVA5BRXT5115994,2026,Toyota,4Runner,SR5,47543,null
7FARS6H94TE126105,2026,Honda,CR-V,Sport Touring,41349,0
7MMVABBL6TN602317,2026,Mazda,CX-50,Preferred,35252,0
3CZRZ2H70TM767434,2026,Honda,HR-V,EX-L,33712,0
5YFT4MCEXTP276728,2026,Toyota,Corolla,XSE,29817,0
5LMCJ2DA2TUL05000,2026,Lincoln,Corsair,Reserve,51733,9
1FT8W3DM1REF46564,2024,Ford,F-350 Super Duty,Limited,89408,19481
KMUHBESB5TU347553,2026,GENESIS,GV80,Advanced,71665,null
1GCUKJEL0TZ319452,2026,Chevrolet,Silverado 1500,High Country,73274,4
3GKALUEG5TL472053,2026,GMC,Terrain,Elevation,36978,2
3VVBR7RM3TM063982,2026,Volkswagen,Tiguan,S,30551,15
1FTEX1LPXSKF15174,2025,Ford,F-150,XL,43018,8
KM8K6CAB0PU997721,2023,Hyundai,Kona,SEL,18400,65879
5NMS2DAJ6PH613235,2023,Hyundai,Santa Fe,SEL,22872,39228
5TFMA5DB3TX414795,2026,Toyota,Tundra,1794 Edition,65053,0
3KPFT4DE6TE278055,2026,Kia,K4,LXS,25408,10
3KPFT4DE1TE339358,2026,Kia,K4,LXS,23723,15
1HA0GRF78SN003749,2025,Chevrolet,Express Cutaway,Base,69569,3
1FTBW2YG5SKB31274,2025,Ford,Transit Van,Base,55657,5
2T36CRAV4TW22E960,2026,Toyota,RAV4,Woodland,43095,0
2T36CRAVXTW18H350,2026,Toyota,RAV4,Woodland,44002,0
W1NKM4HB7TU130115,2026,Mercedes-Benz,GLC,Base,61885,6
1C4SDJCT9SC519977,2025,Dodge,Durango,R/T,48675,16421
1FTFW1EDXNFA99151,2022,Ford,F-150,XLT,36401,58501
SALE2FEU2T2515758,2026,Land Rover,Defender,X-Dynamic SE,102976,43
W1NKM4HB6TF589706,2026,Mercedes-Benz,GLC,Base,57828,7
7FARS6H86TE085368,2026,Honda,CR-V,Sport-L,42542,0
2HKRS4H71TH490739,2026,Honda,CR-V,EX-L,38350,1
3GTUUGED4TG297915,2026,GMC,Sierra 1500,Denali,62750,2000
5XYK33DF2TG442292,2026,Kia,Sportage,EX,32055,10
W1N4N4HB8TJ785004,2026,Mercedes-Benz,GLA,GLA 250,41411,2238
3FMCR9C64MRA56497,2021,Ford,Bronco Sport,Outer Banks,25012,39585
JTHC81F29M5046180,2021,Lexus,IS,300,34208,60767
1FA6P8CF6R5419724,2024,Ford,Mustang,GT Premium,50208,9438
WBX73EF08T5423431,2026,BMW,X1,28i,null,1179
